game_length,mmr,result,server,team_1,team_2,timestamp
21m 24s,,Defeat,eune,"Malphite,Graves,Lulu,Caitlyn,Morgana","Camille,Zac,Malzahar,Talon,Yuumi",2020-10-10 05:48:42
24m 41s,,Defeat,eune,"Irelia,Elise,Ekko,Jhin,Janna","Singed,Kayn,Yone,Samira,Pyke",2020-10-16 12:59:38
24m 41s,,Defeat,eune,"Sion,Nidalee,Galio,Samira,Soraka","Singed,Fiddlesticks,Lissandra,Aphelios,Leona",2020-10-16 11:48:07
21m 24s,,Defeat,eune,"Jax,Fiddlesticks,Karma,Twitch,Lulu","Azir,Lux,Yasuo,Draven,Leona",2020-10-09 04:13:03
21m 24s,,Defeat,eune,"Renekton,Karthus,Katarina,Caitlyn,Blitzcrank","Singed,Elise,Yone,Draven,Pantheon",2020-10-09 03:07:25
24m 41s,,Defeat,eune,"Singed,Graves,Galio,Twitch,Thresh","Kennen,Kayn,Zed,Draven,Senna",2020-10-16 09:48:19
21m 24s,,Defeat,eune,"Maokai,Graves,Ziggs,Caitlyn,Thresh","Renekton,Evelynn,Talon,Ashe,Nami",2020-10-08 01:33:51
24m 41s,,Defeat,eune,"Gragas,Rek'Sai,Heimerdinger,Draven,Leona","Singed,Master Yi,Taric,Ezreal,Yuumi",2020-10-16 08:32:40
24m 41s,,Defeat,eune,"Camille,Graves,Ryze,Twitch,Lux","Volibear,Xin Zhao,Vladimir,Caitlyn,Taric",2020-10-16 07:25:04
24m 40s,,Defeat,eune,"Singed,Graves,Galio,Twitch,Thresh","Kennen,Kayn,Zed,Draven,Senna",2020-10-16 09:48:19
24m 41s,,Defeat,eune,"Camille,Nidalee,Galio,Ezreal,Senna","Fiora,Lee Sin,Vel'Koz,Lux,Bard",2020-10-16 06:18:51
24m 40s,,Victory,eune,"Akali,Kayn,Morgana,Caitlyn,Lulu","Renekton,Kha'Zix,Orianna,Senna,Soraka",2020-10-16 09:03:44
24m 40s,,Defeat,eune,"Sett,Evelynn,Yasuo,Kog'Maw,Bard","Singed,Nidalee,Kayn,Ashe,Nautilus",2020-10-16 03:43:37
24m 41s,,Defeat,eune,"Singed,Kindred,Vladimir,Miss Fortune,Janna","Kayle,Zac,Zed,Jhin,Bard",2020-10-16 05:46:06
24m 40s,,Defeat,eune,"Camille,Elise,Samira,Qiyana,Leona","Renekton,Lillia,Talon,Senna,Zyra",2020-10-16 02:54:07
24m 40s,,Defeat,eune,"Ornn,Nidalee,Ekko,Samira,Bard","Maokai,Gragas,Kayn,Caitlyn,Morgana",2020-10-16 02:20:41
24m 41s,,Defeat,eune,"Sett,Evelynn,Yasuo,Kog'Maw,Bard","Singed,Nidalee,Kayn,Ashe,Nautilus",2020-10-16 03:43:37
24m 40s,,Victory,eune,"Singed,Graves,Kayn,Draven,Lulu","Jayce,Fiddlesticks,Yasuo,Vayne,Janna",2020-10-16 01:10:06
24m 41s,,Defeat,eune,"Volibear,Warwick,Vladimir,Ezreal,Janna","Darius,Elise,Lux,Senna,Malphite",2020-10-16 02:20:14
24m 40s,,Defeat,eune,"Camille,Nidalee,Talon,Kai'Sa,Taric","Riven,Lillia,Zed,Syndra,Sett",2020-10-16 00:47:59
24m 40s,,Victory,eune,"Kayle,Kha'Zix,Kayn,Caitlyn,Vel'Koz","Singed,Hecarim,Cho'Gath,Senna,Thresh",2020-10-15 22:21:13
13m 44s,,Defeat,eune,"Vladimir,Kayn,Yone,Caitlyn,Lux","Shen,Rek'Sai,Irelia,Aphelios,Janna",2020-10-14 23:29:48
13m 44s,,Defeat,eune,"Sett,Trundle,Akali,Vayne,Lulu","Ornn,Zac,Yasuo,Miss Fortune,Zyra",2020-10-14 22:46:46
13m 44s,,Defeat,eune,"Gangplank,Nidalee,Fizz,Yasuo,Rakan","Swain,Hecarim,Talon,Jhin,Lux",2020-10-13 03:00:22
13m 44s,,Defeat,eune,"Zed,Ekko,Shen,Kai'Sa,Thresh","Yasuo,Rek'Sai,Katarina,Vayne,Lux",2020-10-13 02:11:32
13m 44s,,Defeat,eune,"Rengar,Taliyah,Yone,Ezreal,Yuumi","Sylas,Graves,Kassadin,Caitlyn,Lux",2020-10-13 00:31:31
34m 50s,,Victory,eune,"Maokai,Hecarim,Orianna,Lucian,Janna","Vladimir,Lee Sin,Akali,Vayne,Yuumi",2020-10-16 04:07:52
34m 50s,,Defeat,eune,"Kayle,Ivern,Yasuo,Kai'Sa,Pyke","Irelia,Kayn,Xerath,Lucian,Morgana",2020-10-16 03:12:38
34m 50s,,Defeat,eune,"Gangplank,Graves,Neeko,Taliyah,Yuumi","Shen,Fiddlesticks,Yone,Samira,Leona",2020-10-16 01:51:26
34m 50s,,Defeat,eune,"Volibear,Kindred,Cassiopeia,Vayne,Pyke","Singed,Vi,Yasuo,Jhin,Senna",2020-10-14 01:48:53
34m 50s,,Defeat,eune,"Vladimir,Nunu & Willump,Yasuo,Senna,Nami","Yone,Nidalee,Gangplank,Taliyah,Leona",2020-10-11 20:16:28
27m 55s,,Defeat,eune,"Lucian,Kayn,Fizz,Syndra,Karma","Darius,Shaco,Viktor,Yone,Morgana",2020-10-14 13:38:18
32m 11s,,Defeat,eune,"Fiora,Evelynn,Cassiopeia,Miss Fortune,Leona","Camille,Ivern,Yone,Jhin,Taliyah",2020-10-15 21:54:04
32m 11s,,Defeat,eune,"Ornn,Vi,Zed,Vayne,Lulu","Jax,Kayn,Ahri,Ashe,Zyra",2020-10-13 00:36:48
32m 11s,,Defeat,eune,"Fiora,Graves,Katarina,Ezreal,Janna","Irelia,Nidalee,Vel'Koz,Kai'Sa,Senna",2020-10-13 00:02:52
32m 11s,,Defeat,eune,"Camille,Kha'Zix,Karthus,Senna,Bard","Ezreal,Trundle,Veigar,Jax,Taric",2020-10-12 23:09:32
32m 11s,,Defeat,eune,"Orianna,Kayn,Akali,Draven,Nautilus","Yone,Amumu,Wukong,Vayne,Lulu",2020-10-12 22:17:12
32m 11s,,Defeat,eune,"Rengar,Nunu & Willump,Vladimir,Lucian,Yuumi","Camille,Ekko,Talon,Ezreal,Blitzcrank",2020-10-12 21:40:57
32m 11s,,Defeat,eune,"Malphite,Kha'Zix,Twisted Fate,Miss Fortune,Rakan","Singed,Kindred,Karthus,Jhin,Pantheon",2020-10-12 00:59:47
32m 41s,,Defeat,eune,"Vayne,Fiddlesticks,Lucian,Jhin,Karma","Singed,Nunu & Willump,Yone,Vel'Koz,Pantheon",2020-10-14 06:39:24
28m 19s,,Defeat,eune,"Kennen,Hecarim,Zed,Ashe,Morgana","Kayle,Graves,Kassadin,Kog'Maw,Lulu",2020-10-16 04:42:26
32m 11s,,Defeat,eune,"Singed,Lee Sin,Yone,Karthus,Janna","Irelia,Evelynn,Zed,Vayne,Soraka",2020-10-11 01:43:07
32m 41s,,Defeat,eune,"Jayce,Karthus,Talon,Ezreal,Bard","Camille,Zac,Vel'Koz,Jhin,Nautilus",2020-10-14 05:46:02
28m 19s,,Defeat,eune,"Ornn,Kayn,Akali,Yasuo,Tahm Kench","Kayle,Graves,Zed,Samira,Leona",2020-10-16 03:44:34
32m 11s,,Defeat,eune,"Gnar,Graves,Veigar,Caitlyn,Lulu","Camille,Singed,Pyke,Vayne,Nami",2020-10-10 18:52:20
32m 41s,,Defeat,eune,"Irelia,Shyvana,Talon,Vayne,Lulu","Camille,Hecarim,Vel'Koz,Senna,Janna",2020-10-14 04:43:24
28m 52s,,Defeat,eune,"Akali,Lee Sin,Taliyah,Ashe,Senna","Volibear,Kha'Zix,Zed,Jhin,Rakan",2020-10-16 05:20:53
28m 19s,,Defeat,eune,"Kayle,Ivern,Yasuo,Kai'Sa,Pyke","Irelia,Kayn,Xerath,Lucian,Morgana",2020-10-16 03:12:38
13m 24s,,Defeat,eune,"Riven,Nunu & Willump,Talon,Ashe,Lulu","Darius,Elise,Akali,Miss Fortune,Soraka",2020-10-13 22:59:50
32m 11s,,Defeat,eune,"Irelia,Nidalee,Galio,Tristana,Lulu","Malphite,Kha'Zix,Karma,Twitch,Thresh",2020-10-05 06:09:18
32m 41s,,Defeat,eune,"Camille,Gragas,Yasuo,Caitlyn,Morgana","Fiora,Hecarim,Vladimir,Ashe,Vel'Koz",2020-10-14 03:55:42
32m 41s,,Defeat,eune,"Renekton,Hecarim,Zoe,Jhin,Vel'Koz","Kayle,Lee Sin,Yasuo,Kog'Maw,Lulu",2020-10-14 03:22:13
28m 52s,,Victory,eune,"Kennen,Hecarim,Zed,Ashe,Morgana","Kayle,Graves,Kassadin,Kog'Maw,Lulu",2020-10-16 04:42:26
28m 52s,,Defeat,eune,"Ornn,Kayn,Akali,Yasuo,Tahm Kench","Kayle,Graves,Zed,Samira,Leona",2020-10-16 03:44:34
28m 19s,,Defeat,eune,"Renekton,Karthus,Orianna,Senna,Taliyah","Kayle,Nidalee,Zed,Samira,Pantheon",2020-10-16 02:29:09
13m 24s,,Defeat,eune,"Janna,Shaco,Galio,Kai'Sa,Morgana","Camille,Kha'Zix,Zoe,Karthus,Senna",2020-10-13 22:33:59
13m 24s,,Defeat,eune,"Shen,Nidalee,Kassadin,Samira,Yuumi","Ahri,Shaco,Camille,Caitlyn,Janna",2020-10-13 21:54:03
32m 41s,,Defeat,eune,"Kayle,Kha'Zix,Irelia,Kai'Sa,Bard","Singed,Hecarim,Vel'Koz,Jhin,Zilean",2020-10-14 02:41:45
24m 29s,,Victory,eune,"Camille,Nidalee,Talon,Kai'Sa,Taric","Riven,Lillia,Zed,Syndra,Sett",2020-10-16 00:47:59
28m 52s,,Defeat,eune,"Riven,Kindred,Orianna,Karthus,Janna","Malphite,Elise,Zed,Senna,Soraka",2020-10-16 03:14:42
28m 19s,,Defeat,eune,"Kayle,Kha'Zix,Irelia,Kai'Sa,Bard","Singed,Hecarim,Vel'Koz,Jhin,Zilean",2020-10-14 02:41:45
19m 0s,,Defeat,eune,"Renekton,Karthus,Orianna,Senna,Taliyah","Kayle,Nidalee,Zed,Samira,Pantheon",2020-10-16 02:29:09
27m 54s,,Defeat,eune,"Tryndamere,Rek'Sai,Vladimir,Kalista,Leona","Irelia,Rengar,Katarina,Lucian,Karma",2020-10-15 23:34:15
13m 24s,,Defeat,eune,"Darius,Elise,Vladimir,Miss Fortune,Senna","Singed,Kayn,Ryze,Jhin,Yuumi",2020-10-10 00:25:58
32m 41s,,Defeat,eune,"Ornn,Kha'Zix,Vel'Koz,Ezreal,Janna","Kayle,Lee Sin,Vladimir,Draven,Thresh",2020-10-14 01:57:08
24m 29s,,Defeat,eune,"Akali,Kayn,Yasuo,Ezreal,Sett","Camille,Hecarim,Ekko,Jhin,Janna",2020-10-13 23:43:30
28m 52s,,Defeat,eune,"Renekton,Karthus,Orianna,Senna,Taliyah","Kayle,Nidalee,Zed,Samira,Pantheon",2020-10-16 02:29:09
28m 19s,,Defeat,eune,"Ornn,Kha'Zix,Vel'Koz,Ezreal,Janna","Kayle,Lee Sin,Vladimir,Draven,Thresh",2020-10-14 01:57:08
19m 0s,,Defeat,eune,"Sylas,Hecarim,Talon,Yasuo,Senna","Malphite,Fiddlesticks,Corki,Aphelios,Neeko",2020-10-15 02:15:55
19m 0s,,Defeat,eune,"Tryndamere,Hecarim,Vladimir,Samira,Janna","Malphite,Elise,Tristana,Yone,Yasuo",2020-10-14 22:52:10
27m 54s,,Defeat,eune,"Fiora,Trundle,Ziggs,Caitlyn,Rakan","Kayle,Hecarim,Zoe,Samira,Bard",2020-10-15 23:12:20
13m 24s,,Defeat,eune,"Vladimir,Lillia,Talon,Kalista,Pantheon","Darius,Graves,Orianna,Tristana,Taliyah",2020-10-07 22:28:35
32m 41s,,Defeat,eune,"Yasuo,Kindred,Twisted Fate,Ashe,Thresh","Singed,Ivern,Diana,Kai'Sa,Vel'Koz",2020-10-09 02:41:42
28m 52s,,Victory,eune,"Maokai,Karthus,Yasuo,Samira,Leona","Camille,Lee Sin,LeBlanc,Kog'Maw,Lulu",2020-10-16 01:51:52
28m 19s,,Defeat,eune,"Kled,Hecarim,Kassadin,Jhin,Thresh","Lucian,Nunu & Willump,Kayle,Draven,Pyke",2020-10-14 01:16:50
19m 0s,,Defeat,eune,"Darius,Graves,Cassiopeia,Jhin,Thresh","Kled,Zac,Kayn,Veigar,Tahm Kench",2020-10-14 21:59:37
32m 41s,,Defeat,eune,"Orianna,Warwick,Darius,Ezreal,Vel'Koz","Renekton,Kayn,Rumble,Draven,Pantheon",2020-10-05 00:37:17
28m 52s,,Defeat,eune,"Camille,Nidalee,Talon,Kai'Sa,Taric","Riven,Lillia,Zed,Syndra,Sett",2020-10-16 00:47:59
28m 19s,,Defeat,eune,"Singed,Graves,Talon,Draven,Janna","Jayce,Kha'Zix,Cassiopeia,Ezreal,Rakan",2020-10-14 00:44:29
28m 19s,,Defeat,eune,"Jax,Elise,Zed,Taliyah,Pyke","Renekton,Nunu & Willump,Ryze,Ashe,Rakan",2020-10-10 22:23:50
19m 0s,,Defeat,eune,"Shen,Nidalee,Lux,Ashe,Lulu","Lucian,Graves,Teemo,Veigar,Tahm Kench",2020-10-14 21:21:00
32m 41s,,Defeat,eune,"Sion,Nidalee,Talon,Vayne,Leona","Sett,Skarner,Vel'Koz,Draven,Janna",2020-10-04 23:39:31
28m 52s,,Victory,eune,"Kennen,Kayn,Veigar,Zed,Senna","Ornn,Karthus,Yasuo,Xayah,Rakan",2020-10-15 23:50:10
28m 19s,,Defeat,eune,"Warwick,Hecarim,Lucian,Jhin,Swain","Camille,Kayn,Orianna,Caitlyn,Bard",2020-10-10 21:46:26
19m 0s,,Defeat,eune,"Malphite,Graves,Diana,Caitlyn,Pyke","Ryze,Elise,Yone,Jhin,Brand",2020-10-14 18:56:43
19m 0s,,Defeat,eune,"Mordekaiser,Elise,Yasuo,Ezreal,Sona","Lucian,Maokai,Akali,Ashe,Pantheon",2020-10-14 02:53:00
28m 52s,,Defeat,eune,"Fiora,Kha'Zix,Karthus,Jhin,Karma","Darius,Hecarim,Yasuo,Sivir,Sona",2020-10-15 22:57:19
28m 52s,,Defeat,eune,"Riven,Fizz,Sylas,Kog'Maw,Lulu","Malphite,Karthus,Katarina,Lucian,Rakan",2020-10-15 11:01:34
19m 0s,,Defeat,eune,"Gragas,Vi,Kassadin,Jinx,Alistar","Rumble,Kha'Zix,Tristana,Ezreal,Thresh",2020-10-14 02:25:22
28m 43s,,Defeat,eune,"Camille,Lillia,Cassiopeia,Lucian,Janna","Riven,Gragas,Kayn,Ashe,Thresh",2020-10-15 06:23:12
19m 0s,,Defeat,eune,"Azir,Zac,Fizz,Twitch,Taric","Jayce,Shaco,Ahri,Samira,Janna",2020-10-14 01:36:09
28m 43s,,Defeat,eune,"Singed,Hecarim,Cassiopeia,Irelia,Thresh","Rengar,Shyvana,Kayn,Samira,Taric",2020-10-15 05:37:03
28m 43s,,Defeat,eune,"Pyke,Shaco,Akali,Lucian,Karma","Riven,Elise,Cassiopeia,Orianna,Braum",2020-10-15 04:23:14
32m 31s,,Defeat,eune,"Singed,Nocturne,Qiyana,Jhin,Bard","Camille,Nunu & Willump,Zed,Ezreal,Yuumi",2020-10-15 08:19:18
19m 0s,,Defeat,eune,"Shen,Elise,Tryndamere,Caitlyn,Yuumi","Sion,Shaco,Kassadin,Sivir,Taliyah",2020-10-13 03:23:37
22m 35s,,Defeat,eune,"Jayce,Karthus,Talon,Ezreal,Bard","Camille,Zac,Vel'Koz,Jhin,Nautilus",2020-10-14 05:46:02
28m 43s,,Defeat,eune,"Camille,Nunu & Willump,Talon,Kassadin,Pyke","Sett,Zac,Cassiopeia,Draven,Janna",2020-10-15 03:26:37
28m 43s,,Defeat,eune,"Singed,Lillia,Yasuo,Twitch,Bard","Cassiopeia,Graves,Zed,Jhin,Nautilus",2020-10-14 07:26:31
32m 31s,,Defeat,eune,"Vladimir,Nunu & Willump,Zed,Lucian,Bard","Camille,Kayn,Kassadin,Caitlyn,Karma",2020-10-15 03:58:10
32m 31s,,Defeat,eune,"Jayce,Kayn,Shen,Ezreal,Morgana","Lulu,Fiddlesticks,Kassadin,Jhin,Bard",2020-10-15 03:11:57
22m 35s,,Defeat,eune,"Irelia,Shyvana,Talon,Vayne,Lulu","Camille,Hecarim,Vel'Koz,Senna,Janna",2020-10-14 04:43:24
22m 35s,,Defeat,eune,"Camille,Gragas,Yasuo,Caitlyn,Morgana","Fiora,Hecarim,Vladimir,Ashe,Vel'Koz",2020-10-14 03:55:42
26m 52s,,Defeat,eune,"Fiora,Kha'Zix,Karthus,Jhin,Karma","Darius,Hecarim,Yasuo,Sivir,Sona",2020-10-15 22:57:19
22m 54s,,Defeat,eune,"Maokai,Karthus,Yasuo,Samira,Leona","Camille,Lee Sin,LeBlanc,Kog'Maw,Lulu",2020-10-16 01:51:52
22m 35s,,Defeat,eune,"Renekton,Hecarim,Zoe,Jhin,Vel'Koz","Kayle,Lee Sin,Yasuo,Kog'Maw,Lulu",2020-10-14 03:22:13
22m 54s,,Defeat,eune,"Renekton,Hecarim,Zoe,Jhin,Vel'Koz","Kayle,Lee Sin,Yasuo,Kog'Maw,Lulu",2020-10-14 03:22:13
22m 35s,,Defeat,eune,"Mordekaiser,Elise,Yasuo,Ezreal,Sona","Lucian,Maokai,Akali,Ashe,Pantheon",2020-10-14 02:53:00
22m 54s,,Defeat,eune,"Singed,Fiddlesticks,Zed,Draven,Blitzcrank","Kayle,Nidalee,Yasuo,Caitlyn,Janna",2020-10-10 02:58:21
22m 54s,,Defeat,eune,"Sett,Shyvana,Orianna,Ezreal,Soraka","Shen,Rammus,Zed,Kog'Maw,Nami",2020-10-08 00:19:26
22m 54s,,Defeat,eune,"Yasuo,Evelynn,Xerath,Kalista,Pantheon","Kennen,Kha'Zix,Orianna,Samira,Leona",2020-10-07 23:38:21
22m 54s,,Defeat,eune,"Tryndamere,Zac,Xerath,Tristana,Alistar","Camille,Nidalee,Irelia,Caitlyn,Janna",2020-10-07 22:47:23
22m 54s,,Defeat,eune,"Akali,Karthus,Lucian,Ashe,Pyke","Tryndamere,Kayn,Orianna,Caitlyn,Yuumi",2020-10-07 21:59:44
22m 54s,,Defeat,eune,"Camille,Kai'Sa,Fizz,Caitlyn,Pyke","Darius,Graves,Orianna,Kog'Maw,Lulu",2020-10-06 00:14:57
15m 33s,,Defeat,eune,"Singed,Graves,Kayn,Draven,Lulu","Jayce,Fiddlesticks,Yasuo,Vayne,Janna",2020-10-16 01:10:06
15m 33s,,Defeat,eune,"Camille,Shaco,Yasuo,Taliyah,Janna","Singed,Kha'Zix,Annie,Ezreal,Lulu",2020-10-16 00:47:21
15m 33s,,Defeat,eune,"Sion,Singed,Yasuo,Senna,Taliyah","Malphite,Shaco,Akali,Ashe,Janna",2020-10-16 00:10:20
15m 33s,,Defeat,eune,"Malphite,Hecarim,Zed,Jhin,Lulu","Lucian,Lillia,Ahri,Yasuo,Pyke",2020-10-15 17:47:22
15m 33s,,Defeat,eune,"Malphite,Karthus,Zed,Jinx,Janna","Kayle,Yone,Akali,Yasuo,Pyke",2020-10-15 16:45:02
15m 33s,,Defeat,eune,"Akali,Zac,Yasuo,Ashe,Bard","Camille,Elise,Talon,Twitch,Leona",2020-10-12 05:17:43
15m 33s,,Defeat,eune,"Renekton,Lee Sin,Orianna,Tristana,Thresh","Rengar,Ekko,Galio,Jhin,Nautilus",2020-10-09 21:38:23
15m 33s,,Defeat,eune,"Rengar,Graves,Ekko,Samira,Leona","Renekton,Elise,Zed,Jinx,Yuumi",2020-10-09 20:46:24
15m 33s,,Defeat,eune,"Kennen,Sett,Qiyana,Jhin,Nautilus","Riven,Evelynn,Ornn,Caitlyn,Thresh",2020-10-07 19:10:58
14m 25s,,Victory,eune,"Teemo,Vi,Cassiopeia,Kalista,Thresh","Talon,Kindred,Lissandra,Kai'Sa,Pantheon",2020-10-14 23:05:45
14m 25s,,Victory,eune,"Irelia,Kha'Zix,Annie,Vayne,Lulu","Jax,Nidalee,Yone,Caitlyn,Morgana",2020-10-14 20:29:48
14m 25s,,Victory,eune,"Camille,Kayn,Twisted Fate,Lucian,Yuumi","Jax,Kha'Zix,Akali,Ashe,Nami",2020-10-14 19:39:18
26m 43s,,Defeat,eune,"Ornn,Kayn,Akali,Yasuo,Tahm Kench","Kayle,Graves,Zed,Samira,Leona",2020-10-16 03:44:34
14m 25s,,Victory,eune,"Darius,Kindred,Orianna,Lucian,Yuumi","Pantheon,Lee Sin,Karma,Tristana,Nami",2020-10-14 18:57:29
26m 43s,,Defeat,eune,"Sylas,Graves,Ziggs,Tristana,Pyke","Malphite,Lillia,Talon,Vayne,Lulu",2020-10-14 23:20:43
26m 43s,,Defeat,eune,"Darius,Hecarim,Talon,Kai'Sa,Bard","Singed,Evelynn,Qiyana,Ezreal,Yuumi",2020-10-14 03:20:49
16m 51s,,Defeat,na,"Sylas,Kindred,Kennen,Draven,Leona","Samira,Nidalee,Akali,Lucian,Braum",2020-10-16 14:10:43
16m 51s,,Defeat,na,"Irelia,Nidalee,Yone,Caitlyn,Karma","Volibear,Graves,Fizz,Jhin,Blitzcrank",2020-10-16 13:23:27
16m 51s,,Defeat,na,"Shen,Ekko,Akali,Aphelios,Rakan","Lulu,Kha'Zix,Kassadin,Miss Fortune,Janna",2020-10-16 12:45:34
16m 51s,,Defeat,na,"Kassadin,Graves,Maokai,Kalista,Pantheon","Vladimir,Kindred,Talon,Ezreal,Rakan",2020-10-16 12:16:21
16m 51s,,Defeat,na,"Lucian,Hecarim,Orianna,Ashe,Maokai","Shen,Lee Sin,Corki,Miss Fortune,Thresh",2020-10-16 11:25:14
16m 51s,,Defeat,na,"Jayce,Nidalee,Akali,Jhin,Rakan","Malphite,Graves,Orianna,Ezreal,Karma",2020-10-16 10:01:40
16m 51s,,Defeat,na,"Fiora,Graves,Orianna,Draven,Bard","Volibear,Lillia,Twisted Fate,Kalista,Leona",2020-10-16 09:36:36
27m 56s,,Defeat,eune,"Jax,Ivern,Vladimir,Jinx,Nautilus","Riven,Gragas,Kayn,Senna,Braum",2020-10-15 17:21:30
16m 51s,,Defeat,na,"Shen,Lee Sin,Kassadin,Samira,Pantheon","Gangplank,Nidalee,Yasuo,Miss Fortune,Braum",2020-10-16 08:52:22
16m 51s,,Defeat,na,"Gangplank,Hecarim,Karma,Senna,Nami","Vladimir,Graves,Sylas,Ashe,Lulu",2020-10-16 07:42:52
27m 56s,,Defeat,eune,"Malphite,Karthus,Zed,Jinx,Janna","Kayle,Yone,Akali,Yasuo,Pyke",2020-10-15 16:45:02
16m 51s,,Defeat,na,"Tristana,Lillia,Camille,Kai'Sa,Zilean","Jax,Graves,Galio,Draven,Rakan",2020-10-16 05:20:59
20m 12s,,Defeat,eune,"Camille,Hecarim,Ekko,Ezreal,Yuumi","Sion,Nunu & Willump,Xerath,Ashe,Zilean",2020-10-08 06:49:16
27m 56s,,Defeat,eune,"Jayce,Skarner,Ahri,Jinx,Alistar","Fiora,Lee Sin,Riven,Xerath,Lux",2020-10-13 16:17:22
27m 56s,,Defeat,eune,"Camille,Kayn,Katarina,Samira,Neeko","Riven,Sett,Orianna,Talon,Sona",2020-10-12 17:25:02
22m 54s,,Defeat,eune,"Maokai,Karthus,Yasuo,Samira,Leona","Camille,Lee Sin,LeBlanc,Kog'Maw,Lulu",2020-10-16 01:51:52
20m 12s,,Victory,eune,"Xerath,Evelynn,Malphite,Yasuo,Morgana","Shen,Elise,Rakan,Aphelios,Alistar",2020-10-08 05:50:14
20m 12s,,Defeat,eune,"Ornn,Kha'Zix,Yone,Kog'Maw,Taric","Gnar,Evelynn,Xerath,Samira,Nautilus",2020-10-08 04:50:31
23m 18s,,Defeat,eune,"Singed,Kindred,Vladimir,Miss Fortune,Janna","Kayle,Zac,Zed,Jhin,Bard",2020-10-16 05:46:06
31m 30s,,Defeat,eune,"Fiora,Kayn,Katarina,Jhin,Pyke","Riven,Ivern,Rumble,Senna,Karma",2020-10-15 02:51:49
27m 56s,,Victory,eune,"Camille,Evelynn,Yasuo,Jhin,Morgana","Sion,Nidalee,Mordekaiser,Ashe,Vel'Koz",2020-10-12 03:59:48
27m 56s,,Defeat,eune,"Vladimir,Hecarim,Zed,Ezreal,Blitzcrank","Riven,Lee Sin,Orianna,Tristana,Morgana",2020-10-11 04:03:58
22m 54s,,Defeat,eune,"Renekton,Hecarim,Zoe,Jhin,Vel'Koz","Kayle,Lee Sin,Yasuo,Kog'Maw,Lulu",2020-10-14 03:22:13
22m 54s,,Defeat,eune,"Singed,Fiddlesticks,Zed,Draven,Blitzcrank","Kayle,Nidalee,Yasuo,Caitlyn,Janna",2020-10-10 02:58:21
20m 12s,,Victory,eune,"Karma,Nunu & Willump,Zoe,Samira,Pyke","Shen,Kha'Zix,Vel'Koz,Caitlyn,Senna",2020-10-08 04:07:34
20m 12s,,Victory,eune,"Shen,Kha'Zix,Xerath,Lucian,Yuumi","Fiora,Nunu & Willump,Zoe,Draven,Bard",2020-10-08 03:16:56
31m 30s,,Defeat,eune,"Kayle,Ivern,Kassadin,Kai'Sa,Thresh","Fiora,Lee Sin,Ahri,Tristana,Karma",2020-10-15 01:42:03
21m 24s,,Defeat,eune,"Riven,Elise,Twisted Fate,Jhin,Thresh","Teemo,Xin Zhao,Kassadin,Caitlyn,Morgana",2020-10-16 06:43:18
27m 56s,,Defeat,eune,"Volibear,Fiddlesticks,Lucian,Samira,Lux","Riven,Xin Zhao,Azir,Ashe,Morgana",2020-10-09 16:32:57
27m 56s,,Defeat,eune,"Darius,Ekko,Syndra,Jhin,Lulu","Camille,Karthus,Rumble,Ashe,Nautilus",2020-10-08 16:51:29
22m 54s,,Defeat,eune,"Sett,Shyvana,Orianna,Ezreal,Soraka","Shen,Rammus,Zed,Kog'Maw,Nami",2020-10-08 00:19:26
22m 54s,,Defeat,eune,"Yasuo,Evelynn,Xerath,Kalista,Pantheon","Kennen,Kha'Zix,Orianna,Samira,Leona",2020-10-07 23:38:21
20m 12s,,Victory,eune,"Ornn,Hecarim,Xerath,Ashe,Shen","Tryndamere,Kindred,Akali,Aphelios,Soraka",2020-10-08 02:13:33
31m 30s,,Victory,eune,"Malphite,Nunu & Willump,Vladimir,Caitlyn,Karma","Ornn,Karthus,Tristana,Samira,Sett",2020-10-15 01:08:33
21m 24s,,Defeat,eune,"Irelia,Elise,Kled,Caitlyn,Pyke","Kayle,Lillia,Talon,Vayne,Lulu",2020-10-15 06:47:49
27m 56s,,Defeat,eune,"Kennen,Sett,Qiyana,Jhin,Nautilus","Riven,Evelynn,Ornn,Caitlyn,Thresh",2020-10-07 19:10:58
22m 54s,,Defeat,eune,"Tryndamere,Zac,Xerath,Tristana,Alistar","Camille,Nidalee,Irelia,Caitlyn,Janna",2020-10-07 22:47:23
22m 54s,,Defeat,eune,"Akali,Karthus,Lucian,Ashe,Pyke","Tryndamere,Kayn,Orianna,Caitlyn,Yuumi",2020-10-07 21:59:44
20m 12s,,Defeat,eune,"Tryndamere,Evelynn,Lux,Samira,Yuumi","Talon,Graves,Xerath,Ezreal,Taric",2020-10-08 01:08:19
20m 12s,,Victory,eune,"Sett,Shyvana,Orianna,Ezreal,Soraka","Shen,Rammus,Zed,Kog'Maw,Nami",2020-10-08 00:19:26
31m 30s,,Defeat,eune,"Irelia,Elise,Cassiopeia,Senna,Thresh","Shen,Lillia,Katarina,Samira,Janna",2020-10-15 00:24:22
31m 30s,,Victory,eune,"Malphite,Graves,Katarina,Miss Fortune,Lulu","Singed,Kindred,Lux,Ashe,Bard",2020-10-14 07:54:00
21m 24s,,Defeat,eune,"Vladimir,Nunu & Willump,Jax,Diana,Renekton","Sett,Hecarim,Kassadin,Jhin,Janna",2020-10-15 05:57:49
